hospital_id,treatment_id,estimated_cost
1726,102,28800
1726,107,132000
1726,113,18000
1726,114,1560
1727,102,28800
1727,107,132000
1727,113,18000
1727,114,1560
1728,102,24000
1728,107,110000
1728,113,15000
1728,114,1300
1729,102,28800
1729,107,132000
1729,113,18000
1729,114,1560
1730,102,24000
1730,107,110000
1730,113,15000
1730,114,1300
1731,102,28800
1731,107,132000
1731,113,18000
1731,114,1560
1732,102,28800
1732,107,132000
1732,113,18000
1732,114,1560
1733,102,28800
1733,107,132000
1733,113,18000
1733,114,1560
1734,102,24000
1734,107,110000
1734,113,15000
1734,114,1300
1735,102,24000
1735,107,110000
1735,113,15000
1735,114,1300
1736,102,28800
1736,107,132000
1736,113,18000
1736,114,1560
1737,102,28800
1737,107,132000
1737,113,18000
1737,114,1560
1738,102,24000
1738,107,110000
1738,113,15000
1738,114,1300
1739,102,24000
1739,107,110000
1739,113,15000
1739,114,1300
1740,102,28800
1740,107,132000
1740,113,18000
1740,114,1560
1741,102,24000
1741,107,110000
1741,113,15000
1741,114,1300
1742,102,24000
1742,107,110000
1742,113,15000
1742,114,1300
1743,102,24000
1743,107,110000
1743,113,15000
1743,114,1300
1744,102,28800
1744,107,132000
1744,113,18000
1744,114,1560
1745,102,24000
1745,107,110000
1745,113,15000
1745,114,1300
1746,102,28800
1746,107,132000
1746,113,18000
1746,114,1560
1747,102,24000
1747,107,110000
1747,113,15000
1747,114,1300
1748,102,28800
1748,107,132000
1748,113,18000
1748,114,1560
1749,102,24000
1749,107,110000
1749,113,15000
1749,114,1300
1750,102,24000
1750,107,110000
1750,113,15000
1750,114,1300
1751,102,24000
1751,107,110000
1751,113,15000
1751,114,1300
1752,102,24000
1752,107,110000
1752,113,15000
1752,114,1300
1753,102,24000
1753,107,110000
1753,113,15000
1753,114,1300
1754,102,24000
1754,107,110000
1754,113,15000
1754,114,1300
1755,102,28800
1755,107,132000
1755,113,18000
1755,114,1560
1756,102,24000
1756,107,110000
1756,113,15000
1756,114,1300
1757,102,28800
1757,107,132000
1757,113,18000
1757,114,1560
1758,102,24000
1758,107,110000
1758,113,15000
1758,114,1300
1759,102,28800
1759,107,132000
1759,113,18000
1759,114,1560
1760,102,24000
1760,107,110000
1760,113,15000
1760,114,1300
1761,102,24000
1761,107,110000
1761,113,15000
1761,114,1300
1762,102,24000
1762,107,110000
1762,113,15000
1762,114,1300
1763,102,28800
1763,107,132000
1763,113,18000
1763,114,1560
1764,102,28800
1764,107,132000
1764,113,18000
1764,114,1560
1765,102,28800
1765,107,132000
1765,113,18000
1765,114,1560
1766,102,28800
1766,107,132000
1766,113,18000
1766,114,1560
1767,102,24000
1767,107,110000
1767,113,15000
1767,114,1300
1768,102,28800
1768,107,132000
1768,113,18000
1768,114,1560
1769,102,28800
1769,107,132000
1769,113,18000
1769,114,1560
1770,102,24000
1770,107,110000
1770,113,15000
1770,114,1300
1771,102,28800
1771,107,132000
1771,113,18000
1771,114,1560
1772,102,28800
1772,107,132000
1772,113,18000
1772,114,1560
1773,102,24000
1773,107,110000
1773,113,15000
1773,114,1300
1774,102,24000
1774,107,110000
1774,113,15000
1774,114,1300
1775,102,24000
1775,107,110000
1775,113,15000
1775,114,1300
1776,102,28800
1776,107,132000
1776,113,18000
1776,114,1560
1777,102,28800
1777,107,132000
1777,113,18000
1777,114,1560
1778,102,24000
1778,107,110000
1778,113,15000
1778,114,1300
1779,102,28800
1779,107,132000
1779,113,18000
1779,114,1560
1780,102,28800
1780,107,132000
1780,113,18000
1780,114,1560
1781,102,28800
1781,107,132000
1781,113,18000
1781,114,1560
1782,102,28800
1782,107,132000
1782,113,18000
1782,114,1560
1783,102,28800
1783,107,132000
1783,113,18000
1783,114,1560
1784,102,28800
1784,107,132000
1784,113,18000
1784,114,1560
1785,102,24000
1785,107,110000
1785,113,15000
1785,114,1300
1786,102,24000
1786,107,110000
1786,113,15000
1786,114,1300
1787,102,24000
1787,107,110000
1787,113,15000
1787,114,1300
1788,102,28800
1788,107,132000
1788,113,18000
1788,114,1560
1789,102,24000
1789,107,110000
1789,113,15000
1789,114,1300
1790,102,28800
1790,107,132000
1790,113,18000
1790,114,1560
1791,102,28800
1791,107,132000
1791,113,18000
1791,114,1560
1792,102,28800
1792,107,132000
1792,113,18000
1792,114,1560
1793,102,24000
1793,107,110000
1793,113,15000
1793,114,1300
1794,102,24000
1794,107,110000
1794,113,15000
1794,114,1300
1795,102,28800
1795,107,132000
1795,113,18000
1795,114,1560
1796,102,24000
1796,107,110000
1796,113,15000
1796,114,1300
1797,102,28800
1797,107,132000
1797,113,18000
1797,114,1560
1798,102,24000
1798,107,110000
1798,113,15000
1798,114,1300
1799,102,24000
1799,107,110000
1799,113,15000
1799,114,1300
1800,102,24000
1800,107,110000
1800,113,15000
1800,114,1300
1801,102,28800
1801,107,132000
1801,113,18000
1801,114,1560
1802,102,28800
1802,107,132000
1802,113,18000
1802,114,1560
1803,102,24000
1803,107,110000
1803,113,15000
1803,114,1300
1804,102,24000
1804,107,110000
1804,113,15000
1804,114,1300
1805,102,24000
1805,107,110000
1805,113,15000
1805,114,1300
1806,102,24000
1806,107,110000
1806,113,15000
1806,114,1300
1807,102,28800
1807,107,132000
1807,113,18000
1807,114,1560
1808,102,24000
1808,107,110000
1808,113,15000
1808,114,1300
1809,102,28800
1809,107,132000
1809,113,18000
1809,114,1560
1810,102,28800
1810,107,132000
1810,113,18000
1810,114,1560
1811,102,24000
1811,107,110000
1811,113,15000
1811,114,1300
1812,102,28800
1812,107,132000
1812,113,18000
1812,114,1560
1813,102,24000
1813,107,110000
1813,113,15000
1813,114,1300
1814,102,28800
1814,107,132000
1814,113,18000
1814,114,1560
1815,102,24000
1815,107,110000
1815,113,15000
1815,114,1300
1816,102,24000
1816,107,110000
1816,113,15000
1816,114,1300
1817,102,28800
1817,107,132000
1817,113,18000
1817,114,1560
1818,102,24000
1818,107,110000
1818,113,15000
1818,114,1300
1819,102,24000
1819,107,110000
1819,113,15000
1819,114,1300
1820,102,24000
1820,107,110000
1820,113,15000
1820,114,1300
1821,102,24000
1821,107,110000
1821,113,15000
1821,114,1300
1822,102,28800
1822,107,132000
1822,113,18000
1822,114,1560
1823,102,28800
1823,107,132000
1823,113,18000
1823,114,1560
1824,102,28800
1824,107,132000
1824,113,18000
1824,114,1560
1825,102,28800
1825,107,132000
1825,113,18000
1825,114,1560
1826,102,24000
1826,107,110000
1826,113,15000
1826,114,1300
1827,102,28800
1827,107,132000
1827,113,18000
1827,114,1560
1828,102,28800
1828,107,132000
1828,113,18000
1828,114,1560
1829,102,24000
1829,107,110000
1829,113,15000
1829,114,1300
1830,102,28800
1830,107,132000
1830,113,18000
1830,114,1560
1831,102,24000
1831,107,110000
1831,113,15000
1831,114,1300
1832,102,28800
1832,107,132000
1832,113,18000
1832,114,1560
1833,102,28800
1833,107,132000
1833,113,18000
1833,114,1560
1834,102,28800
1834,107,132000
1834,113,18000
1834,114,1560
1835,102,28800
1835,107,132000
1835,113,18000
1835,114,1560
1836,102,24000
1836,107,110000
1836,113,15000
1836,114,1300
1837,102,24000
1837,107,110000
1837,113,15000
1837,114,1300
1838,102,24000
1838,107,110000
1838,113,15000
1838,114,1300
1839,102,24000
1839,107,110000
1839,113,15000
1839,114,1300
1840,102,24000
1840,107,110000
1840,113,15000
1840,114,1300
1841,102,24000
1841,107,110000
1841,113,15000
1841,114,1300
1842,102,28800
1842,107,132000
1842,113,18000
1842,114,1560
1843,102,28800
1843,107,132000
1843,113,18000
1843,114,1560
1844,102,24000
1844,107,110000
1844,113,15000
1844,114,1300
1845,102,24000
1845,107,110000
1845,113,15000
1845,114,1300
1846,102,24000
1846,107,110000
1846,113,15000
1846,114,1300
1847,102,24000
1847,107,110000
1847,113,15000
1847,114,1300
1848,102,28800
1848,107,132000
1848,113,18000
1848,114,1560
1849,102,28800
1849,107,132000
1849,113,18000
1849,114,1560
1850,102,28800
1850,107,132000
1850,113,18000
1850,114,1560
1851,102,28800
1851,107,132000
1851,113,18000
1851,114,1560
1852,102,28800
1852,107,132000
1852,113,18000
1852,114,1560
1853,102,28800
1853,107,132000
1853,113,18000
1853,114,1560
1854,102,24000
1854,107,110000
1854,113,15000
1854,114,1300
1855,102,28800
1855,107,132000
1855,113,18000
1855,114,1560
1856,102,24000
1856,107,110000
1856,113,15000
1856,114,1300
1857,102,28800
1857,107,132000
1857,113,18000
1857,114,1560
1858,102,28800
1858,107,132000
1858,113,18000
1858,114,1560
1859,102,24000
1859,107,110000
1859,113,15000
1859,114,1300
1860,102,24000
1860,107,110000
1860,113,15000
1860,114,1300
1861,102,28800
1861,107,132000
1861,113,18000
1861,114,1560
1862,102,28800
1862,107,132000
1862,113,18000
1862,114,1560
1863,102,24000
1863,107,110000
1863,113,15000
1863,114,1300
1864,102,24000
1864,107,110000
1864,113,15000
1864,114,1300
1865,102,28800
1865,107,132000
1865,113,18000
1865,114,1560
1866,102,24000
1866,107,110000
1866,113,15000
1866,114,1300
1867,102,24000
1867,107,110000
1867,113,15000
1867,114,1300
1868,102,24000
1868,107,110000
1868,113,15000
1868,114,1300
1869,102,24000
1869,107,110000
1869,113,15000
1869,114,1300
1870,102,28800
1870,107,132000
1870,113,18000
1870,114,1560
1871,102,24000
1871,107,110000
1871,113,15000
1871,114,1300
1872,102,24000
1872,107,110000
1872,113,15000
1872,114,1300
1873,102,28800
1873,107,132000
1873,113,18000
1873,114,1560
1874,102,28800
1874,107,132000
1874,113,18000
1874,114,1560
1875,102,28800
1875,107,132000
1875,113,18000
1875,114,1560
1876,102,28800
1876,107,132000
1876,113,18000
1876,114,1560
1877,102,28800
1877,107,132000
1877,113,18000
1877,114,1560
1878,102,28800
1878,107,132000
1878,113,18000
1878,114,1560
1879,102,24000
1879,107,110000
1879,113,15000
1879,114,1300
1880,102,28800
1880,107,132000
1880,113,18000
1880,114,1560
1881,102,28800
1881,107,132000
1881,113,18000
1881,114,1560
1882,102,24000
1882,107,110000
1882,113,15000
1882,114,1300
1883,102,28800
1883,107,132000
1883,113,18000
1883,114,1560
1884,102,28800
1884,107,132000
1884,113,18000
1884,114,1560
1885,102,28800
1885,107,132000
1885,113,18000
1885,114,1560
1886,102,28800
1886,107,132000
1886,113,18000
1886,114,1560
1887,102,24000
1887,107,110000
1887,113,15000
1887,114,1300
1888,102,24000
1888,107,110000
1888,113,15000
1888,114,1300
1889,102,28800
1889,107,132000
1889,113,18000
1889,114,1560
1890,102,28800
1890,107,132000
1890,113,18000
1890,114,1560
1891,102,24000
1891,107,110000
1891,113,15000
1891,114,1300
1892,102,28800
1892,107,132000
1892,113,18000
1892,114,1560
1893,102,24000
1893,107,110000
1893,113,15000
1893,114,1300
1894,102,24000
1894,107,110000
1894,113,15000
1894,114,1300
1895,102,28800
1895,107,132000
1895,113,18000
1895,114,1560
1896,102,28800
1896,107,132000
1896,113,18000
1896,114,1560
1897,102,24000
1897,107,110000
1897,113,15000
1897,114,1300
1898,102,24000
1898,107,110000
1898,113,15000
1898,114,1300
1899,102,24000
1899,107,110000
1899,113,15000
1899,114,1300
1900,102,28800
1900,107,132000
1900,113,18000
1900,114,1560
1901,102,28800
1901,107,132000
1901,113,18000
1901,114,1560
1902,102,28800
1902,107,132000
1902,113,18000
1902,114,1560
1903,102,28800
1903,107,132000
1903,113,18000
1903,114,1560
1904,102,28800
1904,107,132000
1904,113,18000
1904,114,1560
1905,102,28800
1905,107,132000
1905,113,18000
1905,114,1560
1906,102,28800
1906,107,132000
1906,113,18000
1906,114,1560
1907,102,24000
1907,107,110000
1907,113,15000
1907,114,1300
1908,102,28800
1908,107,132000
1908,113,18000
1908,114,1560
1909,102,28800
1909,107,132000
1909,113,18000
1909,114,1560
1910,102,28800
1910,107,132000
1910,113,18000
1910,114,1560
1911,102,28800
1911,107,132000
1911,113,18000
1911,114,1560
1912,102,24000
1912,107,110000
1912,113,15000
1912,114,1300
1913,102,28800
1913,107,132000
1913,113,18000
1913,114,1560
1914,102,28800
1914,107,132000
1914,113,18000
1914,114,1560
1915,102,28800
1915,107,132000
1915,113,18000
1915,114,1560
1916,102,28800
1916,107,132000
1916,113,18000
1916,114,1560
1917,102,28800
1917,107,132000
1917,113,18000
1917,114,1560
1918,102,28800
1918,107,132000
1918,113,18000
1918,114,1560
1919,102,28800
1919,107,132000
1919,113,18000
1919,114,1560
1920,102,24000
1920,107,110000
1920,113,15000
1920,114,1300
1921,102,24000
1921,107,110000
1921,113,15000
1921,114,1300
1922,102,24000
1922,107,110000
1922,113,15000
1922,114,1300
1923,102,28800
1923,107,132000
1923,113,18000
1923,114,1560
1924,102,24000
1924,107,110000
1924,113,15000
1924,114,1300
1925,102,28800
1925,107,132000
1925,113,18000
1925,114,1560
1926,102,28800
1926,107,132000
1926,113,18000
1926,114,1560
1927,102,24000
1927,107,110000
1927,113,15000
1927,114,1300
1928,102,28800
1928,107,132000
1928,113,18000
1928,114,1560
1929,102,24000
1929,107,110000
1929,113,15000
1929,114,1300
1930,102,28800
1930,107,132000
1930,113,18000
1930,114,1560
1931,102,24000
1931,107,110000
1931,113,15000
1931,114,1300
1932,102,24000
1932,107,110000
1932,113,15000
1932,114,1300
1933,102,24000
1933,107,110000
1933,113,15000
1933,114,1300
1934,102,28800
1934,107,132000
1934,113,18000
1934,114,1560
1935,102,28800
1935,107,132000
1935,113,18000
1935,114,1560
1936,102,28800
1936,107,132000
1936,113,18000
1936,114,1560
1937,102,24000
1937,107,110000
1937,113,15000
1937,114,1300
1938,102,24000
1938,107,110000
1938,113,15000
1938,114,1300
1939,102,28800
1939,107,132000
1939,113,18000
1939,114,1560
1940,102,28800
1940,107,132000
1940,113,18000
1940,114,1560
1941,102,24000
1941,107,110000
1941,113,15000
1941,114,1300
1942,102,24000
1942,107,110000
1942,113,15000
1942,114,1300
1943,102,28800
1943,107,132000
1943,113,18000
1943,114,1560
1944,102,24000
1944,107,110000
1944,113,15000
1944,114,1300
1945,102,24000
1945,107,110000
1945,113,15000
1945,114,1300
1946,102,28800
1946,107,132000
1946,113,18000
1946,114,1560
1947,102,28800
1947,107,132000
1947,113,18000
1947,114,1560
1948,102,24000
1948,107,110000
1948,113,15000
1948,114,1300
1949,102,24000
1949,107,110000
1949,113,15000
1949,114,1300
1950,102,28800
1950,107,132000
1950,113,18000
1950,114,1560
1951,102,28800
1951,107,132000
1951,113,18000
1951,114,1560
1952,102,24000
1952,107,110000
1952,113,15000
1952,114,1300
1953,102,24000
1953,107,110000
1953,113,15000
1953,114,1300
1954,102,28800
1954,107,132000
1954,113,18000
1954,114,1560
1955,102,24000
1955,107,110000
1955,113,15000
1955,114,1300
1956,102,28800
1956,107,132000
1956,113,18000
1956,114,1560
1957,102,28800
1957,107,132000
1957,113,18000
1957,114,1560
1958,102,28800
1958,107,132000
1958,113,18000
1958,114,1560
1959,102,28800
1959,107,132000
1959,113,18000
1959,114,1560
1960,102,28800
1960,107,132000
1960,113,18000
1960,114,1560
1961,102,28800
1961,107,132000
1961,113,18000
1961,114,1560
1962,102,24000
1962,107,110000
1962,113,15000
1962,114,1300
1963,102,28800
1963,107,132000
1963,113,18000
1963,114,1560
1964,102,28800
1964,107,132000
1964,113,18000
1964,114,1560
1965,102,24000
1965,107,110000
1965,113,15000
1965,114,1300
1966,102,24000
1966,107,110000
1966,113,15000
1966,114,1300
1967,102,28800
1967,107,132000
1967,113,18000
1967,114,1560
1968,102,28800
1968,107,132000
1968,113,18000
1968,114,1560
1969,102,24000
1969,107,110000
1969,113,15000
1969,114,1300
1970,102,24000
1970,107,110000
1970,113,15000
1970,114,1300
1971,102,24000
1971,107,110000
1971,113,15000
1971,114,1300
1972,102,28800
1972,107,132000
1972,113,18000
1972,114,1560
1973,102,28800
1973,107,132000
1973,113,18000
1973,114,1560
1974,102,24000
1974,107,110000
1974,113,15000
1974,114,1300
1975,102,28800
1975,107,132000
1975,113,18000
1975,114,1560
1976,102,28800
1976,107,132000
1976,113,18000
1976,114,1560
1977,102,28800
1977,107,132000
1977,113,18000
1977,114,1560
1978,102,28800
1978,107,132000
1978,113,18000
1978,114,1560
1979,102,28800
1979,107,132000
1979,113,18000
1979,114,1560
1980,102,28800
1980,107,132000
1980,113,18000
1980,114,1560
1981,102,24000
1981,107,110000
1981,113,15000
1981,114,1300
1982,102,28800
1982,107,132000
1982,113,18000
1982,114,1560
1983,102,24000
1983,107,110000
1983,113,15000
1983,114,1300
1984,102,24000
1984,107,110000
1984,113,15000
1984,114,1300
1985,102,28800
1985,107,132000
1985,113,18000
1985,114,1560
1986,102,28800
1986,107,132000
1986,113,18000
1986,114,1560
1987,102,24000
1987,107,110000
1987,113,15000
1987,114,1300
1988,102,28800
1988,107,132000
1988,113,18000
1988,114,1560
1989,102,28800
1989,107,132000
1989,113,18000
1989,114,1560
1990,102,28800
1990,107,132000
1990,113,18000
1990,114,1560
1991,102,24000
1991,107,110000
1991,113,15000
1991,114,1300
1992,102,24000
1992,107,110000
1992,113,15000
1992,114,1300
1993,102,28800
1993,107,132000
1993,113,18000
1993,114,1560
1994,102,24000
1994,107,110000
1994,113,15000
1994,114,1300
1995,102,24000
1995,107,110000
1995,113,15000
1995,114,1300
1996,102,24000
1996,107,110000
1996,113,15000
1996,114,1300
1997,102,28800
1997,107,132000
1997,113,18000
1997,114,1560
1998,102,24000
1998,107,110000
1998,113,15000
1998,114,1300
1999,102,28800
1999,107,132000
1999,113,18000
1999,114,1560
2000,102,28800
2000,107,132000
2000,113,18000
2000,114,1560
2001,102,28800
2001,107,132000
2001,113,18000
2001,114,1560
2002,102,24000
2002,107,110000
2002,113,15000
2002,114,1300
2003,102,24000
2003,107,110000
2003,113,15000
2003,114,1300
2004,102,28800
2004,107,132000
2004,113,18000
2004,114,1560
2005,102,28800
2005,107,132000
2005,113,18000
2005,114,1560
2006,102,24000
2006,107,110000
2006,113,15000
2006,114,1300
2007,102,28800
2007,107,132000
2007,113,18000
2007,114,1560
2008,102,28800
2008,107,132000
2008,113,18000
2008,114,1560
2009,102,28800
2009,107,132000
2009,113,18000
2009,114,1560
2010,102,24000
2010,107,110000
2010,113,15000
2010,114,1300
2011,102,28800
2011,107,132000
2011,113,18000
2011,114,1560
2012,102,28800
2012,107,132000
2012,113,18000
2012,114,1560
2013,102,28800
2013,107,132000
2013,113,18000
2013,114,1560
2014,102,28800
2014,107,132000
2014,113,18000
2014,114,1560
2015,102,28800
2015,107,132000
2015,113,18000
2015,114,1560
2016,102,24000
2016,107,110000
2016,113,15000
2016,114,1300
2017,102,24000
2017,107,110000
2017,113,15000
2017,114,1300
2018,102,28800
2018,107,132000
2018,113,18000
2018,114,1560
2019,102,28800
2019,107,132000
2019,113,18000
2019,114,1560
2020,102,24000
2020,107,110000
2020,113,15000
2020,114,1300
2021,102,28800
2021,107,132000
2021,113,18000
2021,114,1560
2022,102,28800
2022,107,132000
2022,113,18000
2022,114,1560
2023,102,28800
2023,107,132000
2023,113,18000
2023,114,1560
2024,102,28800
2024,107,132000
2024,113,18000
2024,114,1560
2025,102,24000
2025,107,110000
2025,113,15000
2025,114,1300
2026,102,24000
2026,107,110000
2026,113,15000
2026,114,1300
2027,102,24000
2027,107,110000
2027,113,15000
2027,114,1300
2028,102,28800
2028,107,132000
2028,113,18000
2028,114,1560
2029,102,28800
2029,107,132000
2029,113,18000
2029,114,1560
2030,102,24000
2030,107,110000
2030,113,15000
2030,114,1300
2031,102,28800
2031,107,132000
2031,113,18000
2031,114,1560
2032,102,24000
2032,107,110000
2032,113,15000
2032,114,1300
2033,102,28800
2033,107,132000
2033,113,18000
2033,114,1560
2034,102,24000
2034,107,110000
2034,113,15000
2034,114,1300
2035,102,28800
2035,107,132000
2035,113,18000
2035,114,1560
2036,102,24000
2036,107,110000
2036,113,15000
2036,114,1300
2037,102,24000
2037,107,110000
2037,113,15000
2037,114,1300
2038,102,28800
2038,107,132000
2038,113,18000
2038,114,1560
2039,102,28800
2039,107,132000
2039,113,18000
2039,114,1560
2040,102,24000
2040,107,110000
2040,113,15000
2040,114,1300
2041,102,28800
2041,107,132000
2041,113,18000
2041,114,1560
2042,102,24000
2042,107,110000
2042,113,15000
2042,114,1300
2043,102,28800
2043,107,132000
2043,113,18000
2043,114,1560
2044,102,24000
2044,107,110000
2044,113,15000
2044,114,1300
2045,102,24000
2045,107,110000
2045,113,15000
2045,114,1300
2046,102,28800
2046,107,132000
2046,113,18000
2046,114,1560
2047,102,28800
2047,107,132000
2047,113,18000
2047,114,1560
2048,102,28800
2048,107,132000
2048,113,18000
2048,114,1560
2049,102,24000
2049,107,110000
2049,113,15000
2049,114,1300
2050,102,24000
2050,107,110000
2050,113,15000
2050,114,1300
2051,102,24000
2051,107,110000
2051,113,15000
2051,114,1300
2052,102,24000
2052,107,110000
2052,113,15000
2052,114,1300
2053,102,24000
2053,107,110000
2053,113,15000
2053,114,1300
2054,102,28800
2054,107,132000
2054,113,18000
2054,114,1560
2055,102,24000
2055,107,110000
2055,113,15000
2055,114,1300
2056,102,28800
2056,107,132000
2056,113,18000
2056,114,1560
2057,102,28800
2057,107,132000
2057,113,18000
2057,114,1560
2058,102,28800
2058,107,132000
2058,113,18000
2058,114,1560
2059,102,28800
2059,107,132000
2059,113,18000
2059,114,1560
2060,102,24000
2060,107,110000
2060,113,15000
2060,114,1300
2061,102,28800
2061,107,132000
2061,113,18000
2061,114,1560
2062,102,28800
2062,107,132000
2062,113,18000
2062,114,1560
2063,102,28800
2063,107,132000
2063,113,18000
2063,114,1560
2064,102,24000
2064,107,110000
2064,113,15000
2064,114,1300
2065,102,28800
2065,107,132000
2065,113,18000
2065,114,1560
2066,102,28800
2066,107,132000
2066,113,18000
2066,114,1560
2067,102,28800
2067,107,132000
2067,113,18000
2067,114,1560
2068,102,28800
2068,107,132000
2068,113,18000
2068,114,1560
2069,102,24000
2069,107,110000
2069,113,15000
2069,114,1300
2070,102,28800
2070,107,132000
2070,113,18000
2070,114,1560
2071,102,28800
2071,107,132000
2071,113,18000
2071,114,1560
2072,102,24000
2072,107,110000
2072,113,15000
2072,114,1300
2073,102,24000
2073,107,110000
2073,113,15000
2073,114,1300
2074,102,24000
2074,107,110000
2074,113,15000
2074,114,1300
2075,102,28800
2075,107,132000
2075,113,18000
2075,114,1560
2076,102,28800
2076,107,132000
2076,113,18000
2076,114,1560
2077,102,28800
2077,107,132000
2077,113,18000
2077,114,1560
2078,102,24000
2078,107,110000
2078,113,15000
2078,114,1300
2079,102,28800
2079,107,132000
2079,113,18000
2079,114,1560
2080,102,24000
2080,107,110000
2080,113,15000
2080,114,1300
2081,102,24000
2081,107,110000
2081,113,15000
2081,114,1300
2082,102,28800
2082,107,132000
2082,113,18000
2082,114,1560
2083,102,28800
2083,107,132000
2083,113,18000
2083,114,1560
2084,102,28800
2084,107,132000
2084,113,18000
2084,114,1560
2085,102,24000
2085,107,110000
2085,113,15000
2085,114,1300
2086,102,28800
2086,107,132000
2086,113,18000
2086,114,1560
2087,102,24000
2087,107,110000
2087,113,15000
2087,114,1300
2088,102,24000
2088,107,110000
2088,113,15000
2088,114,1300
2089,102,28800
2089,107,132000
2089,113,18000
2089,114,1560
2090,102,24000
2090,107,110000
2090,113,15000
2090,114,1300
2091,102,24000
2091,107,110000
2091,113,15000
2091,114,1300
2092,102,28800
2092,107,132000
2092,113,18000
2092,114,1560
2093,102,28800
2093,107,132000
2093,113,18000
2093,114,1560
2094,102,28800
2094,107,132000
2094,113,18000
2094,114,1560
2095,102,28800
2095,107,132000
2095,113,18000
2095,114,1560
2096,102,28800
2096,107,132000
2096,113,18000
2096,114,1560
2097,102,28800
2097,107,132000
2097,113,18000
2097,114,1560
2098,102,28800
2098,107,132000
2098,113,18000
2098,114,1560
2099,102,28800
2099,107,132000
2099,113,18000
2099,114,1560
2100,102,28800
2100,107,132000
2100,113,18000
2100,114,1560
2101,102,28800
2101,107,132000
2101,113,18000
2101,114,1560
2102,102,28800
2102,107,132000
2102,113,18000
2102,114,1560
2103,102,24000
2103,107,110000
2103,113,15000
2103,114,1300
2104,102,28800
2104,107,132000
2104,113,18000
2104,114,1560
2105,102,28800
2105,107,132000
2105,113,18000
2105,114,1560
2106,102,28800
2106,107,132000
2106,113,18000
2106,114,1560
2107,102,24000
2107,107,110000
2107,113,15000
2107,114,1300
2108,102,24000
2108,107,110000
2108,113,15000
2108,114,1300
2109,102,28800
2109,107,132000
2109,113,18000
2109,114,1560
2110,102,24000
2110,107,110000
2110,113,15000
2110,114,1300
2111,102,24000
2111,107,110000
2111,113,15000
2111,114,1300
2112,102,28800
2112,107,132000
2112,113,18000
2112,114,1560
2113,102,28800
2113,107,132000
2113,113,18000
2113,114,1560
2114,102,24000
2114,107,110000
2114,113,15000
2114,114,1300
2115,102,28800
2115,107,132000
2115,113,18000
2115,114,1560
2116,102,24000
2116,107,110000
2116,113,15000
2116,114,1300
2117,102,28800
2117,107,132000
2117,113,18000
2117,114,1560
2118,102,24000
2118,107,110000
2118,113,15000
2118,114,1300
2119,102,24000
2119,107,110000
2119,113,15000
2119,114,1300
2120,102,24000
2120,107,110000
2120,113,15000
2120,114,1300
2121,102,28800
2121,107,132000
2121,113,18000
2121,114,1560
2122,102,24000
2122,107,110000
2122,113,15000
2122,114,1300
2123,102,28800
2123,107,132000
2123,113,18000
2123,114,1560
2124,102,28800
2124,107,132000
2124,113,18000
2124,114,1560
2125,102,24000
2125,107,110000
2125,113,15000
2125,114,1300
2126,102,28800
2126,107,132000
2126,113,18000
2126,114,1560
2127,102,28800
2127,107,132000
2127,113,18000
2127,114,1560
2128,102,24000
2128,107,110000
2128,113,15000
2128,114,1300
2129,102,28800
2129,107,132000
2129,113,18000
2129,114,1560
2130,102,28800
2130,107,132000
2130,113,18000
2130,114,1560
2131,102,24000
2131,107,110000
2131,113,15000
2131,114,1300
2132,102,28800
2132,107,132000
2132,113,18000
2132,114,1560
2133,102,24000
2133,107,110000
2133,113,15000
2133,114,1300
2134,102,24000
2134,107,110000
2134,113,15000
2134,114,1300
2135,102,24000
2135,107,110000
2135,113,15000
2135,114,1300
2136,102,28800
2136,107,132000
2136,113,18000
2136,114,1560
2137,102,24000
2137,107,110000
2137,113,15000
2137,114,1300
2138,102,28800
2138,107,132000
2138,113,18000
2138,114,1560
2139,102,24000
2139,107,110000
2139,113,15000
2139,114,1300
2140,102,28800
2140,107,132000
2140,113,18000
2140,114,1560
2141,102,28800
2141,107,132000
2141,113,18000
2141,114,1560
2142,102,28800
2142,107,132000
2142,113,18000
2142,114,1560
2143,102,28800
2143,107,132000
2143,113,18000
2143,114,1560
2144,102,28800
2144,107,132000
2144,113,18000
2144,114,1560
2145,102,28800
2145,107,132000
2145,113,18000
2145,114,1560
2146,102,28800
2146,107,132000
2146,113,18000
2146,114,1560
2147,102,28800
2147,107,132000
2147,113,18000
2147,114,1560
2148,102,24000
2148,107,110000
2148,113,15000
2148,114,1300
2149,102,24000
2149,107,110000
2149,113,15000
2149,114,1300
2150,102,28800
2150,107,132000
2150,113,18000
2150,114,1560
2151,102,28800
2151,107,132000
2151,113,18000
2151,114,1560
2152,102,24000
2152,107,110000
2152,113,15000
2152,114,1300
2153,102,28800
2153,107,132000
2153,113,18000
2153,114,1560
2154,102,28800
2154,107,132000
2154,113,18000
2154,114,1560
2155,102,24000
2155,107,110000
2155,113,15000
2155,114,1300
2156,102,28800
2156,107,132000
2156,113,18000
2156,114,1560
2157,102,28800
2157,107,132000
2157,113,18000
2157,114,1560
2158,102,28800
2158,107,132000
2158,113,18000
2158,114,1560
2159,102,28800
2159,107,132000
2159,113,18000
2159,114,1560
2160,102,28800
2160,107,132000
2160,113,18000
2160,114,1560
2161,102,28800
2161,107,132000
2161,113,18000
2161,114,1560
2162,102,28800
2162,107,132000
2162,113,18000
